ダウンロードした時刻：2018/10/02 11:09:05

,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉,千葉
2017/6/18,19.3,8,1,21.9,8,1,18.0,8,1,87,8,1,74,8,1,1010.7,8,1,17.0,0,8,1,0.0,0,8,1,3.9,8,1
2017/6/19,21.8,8,1,30.3,8,1,17.5,8,1,60,8,1,28,8,1,1008.1,8,1,0.5,0,8,1,10.2,0,8,1,4.3,8,1
2017/6/20,22.7,8,1,27.9,8,1,16.7,8,1,71,8,1,55,8,1,1012.5,8,1,0,1,8,1,11.7,0,8,1,3.0,8,1
2017/6/21,23.3,8,1,25.5,8,1,21.3,8,1,85,8,1,75,8,1,1006.1,8,1,16.0,0,8,1,0.0,0,8,1,8.3,8,1
2017/6/22,24.8,8,1,28.8,8,1,22.2,8,1,58,8,1,28,8,1,1005.9,8,1,0,1,8,1,4.5,0,8,1,3.7,8,1
2017/6/23,25.0,8,1,30.4,8,1,20.5,8,1,67,8,1,38,8,1,1007.3,8,1,0,1,8,1,11.8,0,8,1,3.1,8,1
2017/6/24,24.7,8,1,29.3,8,1,21.6,8,1,73,8,1,49,8,1,1006.0,8,1,0,1,8,1,7.0,0,8,1,3.5,8,1
2017/6/25,23.2,8,1,24.1,8,1,22.7,8,1,90,8,1,84,8,1,1000.5,8,1,5.5,0,8,1,0.0,0,8,1,2.6,8,1
2017/6/26,23.1,8,1,26.1,8,1,21.6,8,1,77,8,1,55,8,1,1006.1,8,1,0,1,8,1,0.9,0,8,1,3.1,8,1
2017/6/27,23.2,8,1,25.5,8,1,21.4,8,1,84,8,1,70,8,1,1011.1,8,1,1.0,0,8,1,0.4,0,8,1,2.8,8,1
2017/6/28,22.9,8,1,26.0,8,1,21.0,8,1,85,8,1,62,8,1,1012.8,8,1,1.5,0,8,1,0.0,0,8,1,1.9,8,1
2017/6/29,24.5,8,1,28.4,8,1,21.0,8,1,77,8,1,61,8,1,1013.7,8,1,0,1,8,1,4.5,0,8,1,2.8,8,1
2017/6/30,24.5,8,1,26.2,8,1,23.7,8,1,85,8,1,74,8,1,1010.9,8,1,0.0,0,8,1,0.0,0,8,1,5.2,8,1
2017/7/1,24.4,8,1,26.0,8,1,23.6,8,1,83,8,1,68,8,1,1008.1,8,1,0.5,0,8,1,0.6,0,8,1,3.9,8,1
2017/7/2,26.5,8,1,30.8,8,1,23.3,8,1,76,8,1,53,8,1,1007.9,8,1,0.0,0,8,1,3.7,0,8,1,2.9,8,1
2017/7/3,28.2,8,1,33.0,8,1,25.3,8,1,73,8,1,55,8,1,1006.0,8,1,0,1,8,1,6.7,0,8,1,3.6,8,1
2017/7/4,27.5,8,1,31.4,8,1,24.5,8,1,77,8,1,60,8,1,1004.5,8,1,21.0,0,8,1,1.1,0,8,1,3.4,8,1
2017/7/5,26.3,8,1,32.3,8,1,23.3,8,1,78,8,1,53,8,1,1005.8,8,1,3.5,0,8,1,3.6,0,8,1,3.4,8,1
2017/7/6,26.6,8,1,30.4,8,1,23.2,8,1,69,8,1,46,8,1,1010.6,8,1,0,1,8,1,9.1,0,8,1,3.8,8,1
2017/7/7,26.4,8,1,30.1,8,1,23.9,8,1,79,8,1,57,8,1,1010.3,8,1,0,1,8,1,11.9,0,8,1,2.9,8,1
2017/7/8,27.5,8,1,33.4,8,1,23.9,8,1,75,8,1,44,8,1,1010.1,8,1,0,1,8,1,11.1,0,8,1,2.6,8,1
2017/7/9,27.1,8,1,31.0,8,1,24.6,8,1,78,8,1,49,8,1,1009.7,8,1,0,1,8,1,12.7,0,8,1,4.1,8,1
2017/7/10,27.6,8,1,31.5,8,1,25.2,8,1,77,8,1,58,8,1,1010.3,8,1,0,1,8,1,11.1,0,8,1,5.2,8,1
2017/7/11,27.6,8,1,31.6,8,1,25.2,8,1,76,8,1,56,8,1,1011.8,8,1,0,1,8,1,9.0,0,8,1,5.6,8,1
2017/7/12,28.9,8,1,32.8,8,1,26.0,8,1,75,8,1,60,8,1,1010.0,8,1,0,1,8,1,11.1,0,8,1,6.2,8,1
2017/7/13,29.1,8,1,32.9,8,1,26.8,8,1,72,8,1,55,8,1,1009.3,8,1,0,1,8,1,11.2,0,8,1,7.2,8,1
2017/7/14,28.3,8,1,31.6,8,1,25.7,8,1,70,8,1,54,8,1,1011.6,8,1,0,1,8,1,12.4,0,8,1,5.8,8,1
2017/7/15,27.8,8,1,31.3,8,1,24.8,8,1,73,8,1,53,8,1,1011.8,8,1,0,1,8,1,12.4,0,8,1,4.2,8,1
2017/7/16,28.7,8,1,31.9,8,1,26.0,8,1,76,8,1,61,8,1,1009.5,8,1,0.5,0,8,1,7.0,0,8,1,3.3,8,1
2017/7/17,29.4,8,1,33.3,8,1,26.6,8,1,68,8,1,49,8,1,1007.7,8,1,0.0,0,8,1,5.9,0,8,1,3.6,8,1
2017/7/18,27.3,8,1,32.0,8,1,24.5,8,1,72,8,1,55,8,1,1005.8,8,1,0.0,0,8,1,3.0,0,8,1,2.7,8,1
2017/7/19,26.5,8,1,32.4,8,1,23.1,8,1,72,8,1,51,8,1,1008.4,8,1,0,1,8,1,6.7,0,8,1,3.3,8,1
2017/7/20,28.1,8,1,32.2,8,1,24.7,8,1,75,8,1,56,8,1,1011.6,8,1,0,1,8,1,8.3,0,8,1,4.2,8,1
2017/7/21,28.8,8,1,32.4,8,1,26.5,8,1,75,8,1,57,8,1,1012.8,8,1,0,1,8,1,8.1,0,8,1,4.6,8,1
2017/7/22,29.0,8,1,33.6,8,1,26.3,8,1,74,8,1,48,8,1,1011.2,8,1,0,1,8,1,10.9,0,8,1,5.4,8,1
2017/7/23,27.8,8,1,29.2,8,1,26.0,8,1,76,8,1,66,8,1,1006.4,8,1,0.0,0,8,1,0.0,0,8,1,6.3,8,1
2017/7/24,29.0,8,1,32.6,8,1,27.4,8,1,74,8,1,61,8,1,1002.0,8,1,0,1,8,1,2.1,0,8,1,7.6,8,1
2017/7/25,28.7,8,1,32.0,8,1,27.3,8,1,79,8,1,67,8,1,1002.1,8,1,0,1,8,1,1.4,0,8,1,6.4,8,1
2017/7/26,24.7,8,1,28.2,8,1,22.8,8,1,89,8,1,82,8,1,1006.3,8,1,7.5,0,8,1,0.0,0,8,1,3.8,8,1
2017/7/27,22.9,8,1,24.3,8,1,21.9,8,1,87,8,1,79,8,1,1010.5,8,1,0,1,8,1,0.0,0,8,1,2.9,8,1
2017/7/28,26.4,8,1,33.2,8,1,21.8,8,1,81,8,1,52,8,1,1008.7,8,1,0,1,8,1,6.4,0,8,1,2.7,8,1
2017/7/29,27.1,8,1,32.0,8,1,24.2,8,1,80,8,1,57,8,1,1007.2,8,1,0,1,8,1,2.2,0,8,1,2.9,8,1
2017/7/30,26.4,8,1,31.1,8,1,23.8,8,1,78,8,1,60,8,1,1008.2,8,1,0.0,0,8,1,0.6,0,8,1,3.6,8,1
2017/7/31,28.1,8,1,32.8,8,1,23.7,8,1,76,8,1,55,8,1,1008.2,8,1,0,1,8,1,11.8,0,8,1,2.9,8,1
2017/8/1,26.7,8,1,31.6,8,1,23.0,8,1,84,8,1,63,8,1,1007.6,8,1,7.0,0,8,1,0.4,0,8,1,3.6,8,1
2017/8/2,23.2,8,1,25.3,8,1,21.3,8,1,79,8,1,69,8,1,1009.7,8,1,0.0,0,8,1,1.2,0,8,1,4.1,8,1
2017/8/3,24.3,8,1,27.9,8,1,20.6,8,1,76,8,1,65,8,1,1010.9,8,1,0,1,8,1,0.3,0,8,1,3.3,8,1
2017/8/4,25.6,8,1,29.4,8,1,22.7,8,1,85,8,1,66,8,1,1010.5,8,1,2.0,0,8,1,0.0,0,8,1,2.7,8,1
2017/8/5,27.9,8,1,33.2,8,1,24.6,8,1,82,8,1,53,8,1,1007.2,8,1,0,1,8,1,5.7,0,8,1,2.1,8,1
2017/8/6,28.8,8,1,33.4,8,1,25.7,8,1,80,8,1,61,8,1,1004.9,8,1,0.0,0,8,1,3.0,0,8,1,2.9,8,1
2017/8/7,29.0,8,1,33.9,8,1,26.4,8,1,80,8,1,54,8,1,1001.0,8,1,18.5,0,8,1,5.0,0,8,1,5.2,8,1
2017/8/8,29.5,8,1,32.9,8,1,27.3,8,1,74,8,1,57,8,1,990.6,8,1,0.0,0,8,1,5.9,0,8,1,5.6,8,1
2017/8/9,29.1,8,1,36.0,8,1,25.0,8,1,77,8,1,52,8,1,994.2,8,1,0.5,0,8,1,10.1,0,8,1,3.2,8,1
2017/8/10,25.3,8,1,28.0,8,1,23.6,8,1,84,8,1,75,8,1,1000.2,8,1,0.0,0,8,1,0.0,0,8,1,3.5,8,1
2017/8/11,23.3,8,1,24.7,8,1,22.4,8,1,88,8,1,80,8,1,1004.5,8,1,0.5,0,8,1,0.0,0,8,1,3.4,8,1
2017/8/12,24.3,8,1,27.9,8,1,21.7,8,1,85,8,1,72,8,1,1006.0,8,1,3.0,0,8,1,0.9,0,8,1,2.7,8,1
2017/8/13,26.4,8,1,31.6,8,1,23.3,8,1,80,8,1,58,8,1,1007.1,8,1,0,1,8,1,5.7,0,8,1,2.8,8,1
2017/8/14,24.9,8,1,27.0,8,1,23.9,8,1,89,8,1,76,8,1,1006.7,8,1,7.5,0,8,1,0.0,0,8,1,2.6,8,1
2017/8/15,24.6,8,1,27.0,8,1,22.9,8,1,92,8,1,81,8,1,1005.0,8,1,6.0,0,8,1,0.0,0,8,1,3.6,8,1
2017/8/16,23.0,8,1,24.1,8,1,22.2,8,1,92,8,1,82,8,1,1006.4,8,1,3.5,0,8,1,0.0,0,8,1,3.8,8,1
2017/8/17,25.1,8,1,28.8,8,1,21.8,8,1,84,8,1,68,8,1,1008.7,8,1,1.0,0,8,1,0.4,0,8,1,3.0,8,1
2017/8/18,27.3,8,1,30.9,8,1,24.4,8,1,81,8,1,59,8,1,1009.4,8,1,0.0,0,8,1,4.6,0,8,1,2.3,8,1
2017/8/19,26.4,8,1,30.5,8,1,23.2,8,1,88,8,1,69,8,1,1010.2,8,1,4.5,0,8,1,1.5,0,8,1,2.6,8,1
2017/8/20,25.5,8,1,29.7,8,1,22.8,8,1,83,8,1,65,8,1,1012.4,8,1,0,1,8,1,1.0,0,8,1,2.8,8,1
2017/8/21,27.0,8,1,31.2,8,1,24.2,8,1,82,8,1,62,8,1,1013.5,8,1,0.0,0,8,1,1.8,0,8,1,2.7,8,1
2017/8/22,28.1,8,1,31.3,8,1,25.6,8,1,82,8,1,68,8,1,1012.8,8,1,0,1,8,1,5.7,0,8,1,3.8,8,1
2017/8/23,30.2,8,1,34.7,8,1,26.2,8,1,70,8,1,44,8,1,1009.5,8,1,0,1,8,1,7.4,0,8,1,2.5,8,1
2017/8/24,30.7,8,1,35.1,8,1,28.0,8,1,64,8,1,35,8,1,1006.3,8,1,0.0,0,8,1,8.3,0,8,1,2.6,8,1
2017/8/25,30.9,8,1,36.3,8,1,27.7,8,1,68,8,1,39,8,1,1003.2,8,1,0,1,8,1,7.3,0,8,1,2.7,8,1
2017/8/26,29.3,8,1,33.4,8,1,27.1,8,1,71,8,1,58,8,1,1007.1,8,1,0,1,8,1,6.1,0,8,1,3.5,8,1
2017/8/27,26.8,8,1,30.4,8,1,23.4,8,1,60,8,1,38,8,1,1015.4,8,1,0,1,8,1,4.1,0,8,1,3.7,8,1
2017/8/28,26.5,8,1,31.2,8,1,22.7,8,1,75,8,1,53,8,1,1013.5,8,1,0.0,0,8,1,5.3,0,8,1,3.1,8,1
2017/8/29,29.2,8,1,32.6,8,1,26.4,8,1,76,8,1,60,8,1,1009.2,8,1,0,1,8,1,5.1,0,8,1,6.2,8,1
2017/8/30,28.0,8,1,32.3,8,1,24.0,8,1,80,8,1,66,8,1,1007.3,8,1,0.0,0,8,1,5.0,0,8,1,4.6,8,1
2017/8/31,21.4,8,1,24.2,8,1,19.8,8,1,87,8,1,75,8,1,1005.7,8,1,9.5,0,8,1,0.0,0,8,1,5.0,8,1
2017/9/1,21.1,8,1,23.7,8,1,19.0,8,1,74,8,1,57,8,1,1006.5,8,1,0.0,0,8,1,0.3,0,8,1,5.2,8,1
2017/9/2,20.4,8,1,24.3,8,1,18.3,8,1,76,8,1,58,8,1,1005.5,8,1,0,1,8,1,3.3,0,8,1,4.2,8,1
2017/9/3,22.7,8,1,26.5,8,1,18.0,8,1,67,8,1,43,8,1,1009.9,8,1,0,1,8,1,8.6,0,8,1,3.0,8,1
2017/9/4,21.8,8,1,23.8,8,1,20.2,8,1,81,8,1,61,8,1,1016.2,8,1,5.0,0,8,1,0.0,0,8,1,2.5,8,1
2017/9/5,23.2,8,1,28.0,8,1,20.4,8,1,83,8,1,64,8,1,1014.3,8,1,0.5,0,8,1,2.3,0,8,1,2.5,8,1
2017/9/6,22.1,8,1,23.9,8,1,20.9,8,1,95,8,1,88,8,1,1007.6,8,1,11.0,0,8,1,0.0,0,8,1,2.3,8,1
2017/9/7,22.8,8,1,25.5,8,1,21.0,8,1,93,8,1,84,8,1,1003.4,8,1,2.5,0,8,1,0.0,0,8,1,2.2,8,1
2017/9/8,23.3,8,1,27.8,8,1,21.5,8,1,84,8,1,63,8,1,1005.3,8,1,1.0,0,8,1,4.7,0,8,1,2.6,8,1
2017/9/9,24.2,8,1,29.4,8,1,20.7,8,1,72,8,1,46,8,1,1012.5,8,1,0,1,8,1,9.1,0,8,1,2.6,8,1
2017/9/10,25.4,8,1,30.0,8,1,21.5,8,1,72,8,1,51,8,1,1014.3,8,1,0,1,8,1,10.7,0,8,1,3.2,8,1
2017/9/11,26.4,8,1,31.1,8,1,23.1,8,1,70,8,1,36,8,1,1014.1,8,1,2.0,0,8,1,8.0,0,8,1,4.9,8,1
2017/9/12,26.3,8,1,27.8,8,1,23.4,8,1,87,8,1,78,8,1,1007.2,8,1,6.0,0,8,1,0.4,0,8,1,6.7,8,1
2017/9/13,26.6,8,1,30.3,8,1,24.1,8,1,68,8,1,41,8,1,1012.1,8,1,0,1,8,1,8.2,0,8,1,3.8,8,1
2017/9/14,25.5,8,1,31.0,8,1,23.0,8,1,71,8,1,53,8,1,1013.8,8,1,0.0,0,8,1,5.1,0,8,1,2.9,8,1
2017/9/15,23.6,8,1,28.4,8,1,21.6,8,1,56,8,1,33,8,1,1016.3,8,1,0.0,0,8,1,5.2,0,8,1,2.9,8,1
2017/9/16,20.9,8,1,23.0,8,1,19.3,8,1,73,8,1,56,8,1,1018.2,8,1,5.0,0,8,1,0.0,0,8,1,3.7,8,1
2017/9/17,20.8,8,1,24.6,8,1,18.5,8,1,95,8,1,90,8,1,1009.1,8,1,38.5,0,8,1,0.0,0,8,1,3.9,8,1
2017/9/18,27.2,8,1,30.7,8,1,21.2,8,1,65,8,1,51,8,1,999.1,8,1,9.5,0,8,1,10.9,0,8,1,7.4,8,1
2017/9/19,24.8,8,1,28.1,8,1,22.5,8,1,67,8,1,55,8,1,1008.8,8,1,0,1,8,1,3.7,0,8,1,2.4,8,1
2017/9/20,24.1,8,1,26.5,8,1,21.7,8,1,73,8,1,55,8,1,1006.7,8,1,0,1,8,1,0.0,0,8,1,4.0,8,1
2017/9/21,25.1,8,1,29.4,8,1,21.5,8,1,49,8,1,29,8,1,1010.2,8,1,0,1,8,1,10.0,0,8,1,3.7,8,1
2017/9/22,23.7,8,1,27.5,8,1,20.8,8,1,70,8,1,45,8,1,1016.1,8,1,7.5,0,8,1,3.4,0,8,1,4.4,8,1
2017/9/23,20.4,8,1,23.0,8,1,17.9,8,1,81,8,1,64,8,1,1013.8,8,1,16.0,0,8,1,0.4,0,8,1,3.7,8,1
2017/9/24,22.3,8,1,26.5,8,1,19.1,8,1,72,8,1,57,8,1,1015.1,8,1,0,1,8,1,2.7,0,8,1,2.1,8,1
2017/9/25,23.9,8,1,28.7,8,1,20.1,8,1,72,8,1,50,8,1,1014.1,8,1,0,1,8,1,6.0,0,8,1,2.6,8,1
2017/9/26,23.9,8,1,27.2,8,1,20.5,8,1,75,8,1,59,8,1,1014.4,8,1,0,1,8,1,7.8,0,8,1,2.9,8,1
2017/9/27,24.2,8,1,26.8,8,1,22.3,8,1,70,8,1,55,8,1,1011.2,8,1,0.5,0,8,1,1.0,0,8,1,5.1,8,1
2017/9/28,20.4,8,1,23.9,8,1,16.5,8,1,90,8,1,78,8,1,1001.3,8,1,98.0,0,8,1,0.0,0,8,1,3.0,8,1
2017/9/29,20.3,8,1,24.9,8,1,17.0,8,1,69,8,1,46,8,1,1012.5,8,1,0,1,8,1,9.9,0,8,1,2.5,8,1
2017/9/30,21.1,8,1,23.9,8,1,18.0,8,1,72,8,1,56,8,1,1019.0,8,1,0,1,8,1,2.0,0,8,1,2.3,8,1
2017/10/1,21.3,8,1,25.7,8,1,16.6,8,1,65,8,1,43,8,1,1022.8,8,1,0,1,8,1,8.3,0,8,1,3.4,8,1
2017/10/2,23.5,8,1,26.0,8,1,20.2,8,1,66,8,1,47,8,1,1016.5,8,1,0.5,0,8,1,1.1,0,8,1,4.1,8,1
2017/10/3,22.2,8,1,25.5,8,1,19.2,8,1,86,8,1,72,8,1,1008.7,8,1,1.5,0,8,1,2.2,0,8,1,2.6,8,1
2017/10/4,18.3,8,1,20.7,8,1,16.6,8,1,62,8,1,49,8,1,1018.2,8,1,0,1,8,1,2.1,0,8,1,3.8,8,1
2017/10/5,17.0,8,1,20.1,8,1,15.1,8,1,51,8,1,36,8,1,1026.8,8,1,0,1,8,1,1.9,0,8,1,3.1,8,1
2017/10/6,16.3,8,1,19.1,8,1,14.7,8,1,73,8,1,55,8,1,1026.7,8,1,27.0,0,8,1,0.0,0,8,1,3.0,8,1
2017/10/7,19.9,8,1,23.5,8,1,15.7,8,1,88,8,1,75,8,1,1018.4,8,1,35.0,0,8,1,1.1,0,8,1,3.5,8,1
2017/10/8,20.6,8,1,25.9,8,1,18.1,8,1,84,8,1,62,8,1,1022.4,8,1,0,1,8,1,2.8,0,8,1,2.4,8,1
2017/10/9,21.2,8,1,25.7,8,1,17.1,8,1,77,8,1,52,8,1,1021.6,8,1,0,1,8,1,10.1,0,8,1,2.1,8,1
2017/10/10,23.9,8,1,27.5,8,1,20.8,8,1,78,8,1,55,8,1,1015.8,8,1,0,1,8,1,10.2,0,8,1,2.2,8,1
2017/10/11,21.6,8,1,24.0,8,1,20.1,8,1,88,8,1,80,8,1,1014.4,8,1,0,1,8,1,0.9,0,8,1,2.5,8,1
2017/10/12,23.2,8,1,28.0,8,1,20.2,8,1,79,8,1,57,8,1,1012.4,8,1,0,1,8,1,6.0,0,8,1,2.8,8,1
2017/10/13,16.6,8,1,20.4,8,1,15.1,8,1,88,8,1,73,8,1,1017.5,8,1,12.0,0,8,1,0.0,0,8,1,3.9,8,1
2017/10/14,15.0,8,1,15.7,8,1,13.9,8,1,93,8,1,90,8,1,1020.6,8,1,14.5,0,8,1,0.0,0,8,1,2.7,8,1
2017/10/15,15.6,8,1,16.5,8,1,14.6,8,1,91,8,1,84,8,1,1024.2,8,1,13.0,0,8,1,0.0,0,8,1,2.5,8,1
2017/10/16,13.6,8,1,14.6,8,1,12.8,8,1,94,8,1,92,8,1,1025.4,8,1,23.0,0,8,1,0.0,0,8,1,3.4,8,1
2017/10/17,14.1,8,1,16.3,8,1,12.5,8,1,89,8,1,78,8,1,1021.8,8,1,6.5,0,8,1,0.3,0,8,1,2.1,8,1
2017/10/18,14.8,8,1,19.6,8,1,12.2,8,1,65,8,1,42,8,1,1023.1,8,1,0.0,0,8,1,7.4,0,8,1,3.8,8,1
2017/10/19,11.7,8,1,13.3,8,1,10.3,8,1,92,8,1,65,8,1,1020.6,8,1,42.5,0,8,1,0.0,0,8,1,3.7,8,1
2017/10/20,14.7,8,1,17.7,8,1,11.9,8,1,93,8,1,82,8,1,1015.6,8,1,2.5,0,8,1,0.0,0,8,1,4.2,8,1
2017/10/21,17.5,8,1,18.6,8,1,15.5,8,1,96,8,1,95,8,1,1015.3,8,1,11.0,0,8,1,0.0,0,8,1,2.8,8,1
2017/10/22,18.3,8,1,19.5,8,1,17.4,8,1,95,8,1,92,8,1,1002.3,8,1,116.5,0,8,1,0.0,0,8,1,5.0,8,1
2017/10/23,20.4,8,1,25.4,8,1,15.3,8,1,57,8,1,29,8,1,992.3,8,1,16.5,0,8,1,5.1,0,8,1,9.5,8,1
2017/10/24,15.3,8,1,17.8,8,1,13.4,8,1,56,8,1,44,8,1,1021.5,8,1,0,1,8,1,0.4,0,8,1,3.1,8,1
2017/10/25,13.5,8,1,14.3,8,1,12.4,8,1,80,8,1,65,8,1,1018.6,8,1,12.0,0,8,1,0.0,0,8,1,3.3,8,1
2017/10/26,15.4,8,1,20.2,8,1,11.9,8,1,64,8,1,36,8,1,1020.5,8,1,0,1,8,1,10.4,0,8,1,2.4,8,1
2017/10/27,15.8,8,1,21.3,8,1,10.7,8,1,70,8,1,47,8,1,1022.2,8,1,0,1,8,1,10.2,0,8,1,2.2,8,1
2017/10/28,15.1,8,1,17.0,8,1,14.2,8,1,86,8,1,72,8,1,1024.7,8,1,4.0,0,8,1,0.0,0,8,1,3.1,8,1
2017/10/29,15.0,8,1,17.3,8,1,14.1,8,1,95,8,1,90,8,1,1004.9,8,1,116.0,0,8,1,0.0,0,8,1,3.6,8,1
2017/10/30,16.0,8,1,19.6,8,1,11.5,8,1,44,8,1,23,8,1,1006.5,8,1,0,1,8,1,10.2,0,8,1,7.5,8,1
2017/10/31,13.9,8,1,16.6,8,1,10.6,8,1,44,8,1,34,8,1,1021.1,8,1,0,1,8,1,3.7,0,5,1,2.5,5,1
2017/11/1,15.4,8,1,21.1,8,1,10.5,8,1,59,8,1,46,8,1,1020.4,8,1,0,1,8,1,7.2,0,8,1,1.8,8,1
2017/11/2,16.2,8,1,22.1,8,1,11.1,8,1,67,8,1,37,8,1,1018.2,8,1,0.0,0,8,1,8.9,0,8,1,2.6,8,1
2017/11/3,17.0,8,1,21.9,8,1,12.6,8,1,80,8,1,54,8,1,1013.9,8,1,6.5,0,8,1,7.3,0,8,1,2.9,8,1
2017/11/4,16.3,8,1,21.4,8,1,11.5,8,1,79,8,1,61,8,1,1013.0,8,1,2.0,0,8,1,5.4,0,8,1,2.4,8,1
2017/11/5,13.5,8,1,17.3,8,1,10.0,8,1,52,8,1,31,8,1,1024.9,8,1,0,1,8,1,9.6,0,8,1,2.2,8,1
2017/11/6,15.6,8,1,20.9,8,1,9.2,8,1,62,8,1,49,8,1,1024.4,8,1,0,1,8,1,9.4,0,8,1,2.7,8,1
2017/11/7,17.3,8,1,22.3,8,1,11.3,8,1,67,8,1,50,8,1,1021.3,8,1,0,1,8,1,9.6,0,8,1,2.9,8,1
2017/11/8,18.3,8,1,20.5,8,1,14.3,8,1,76,8,1,66,8,1,1013.5,8,1,0.5,0,8,1,0.0,0,8,1,5.4,8,1
2017/11/9,15.6,8,1,19.6,8,1,12.2,8,1,44,8,1,24,8,1,1015.0,8,1,0,1,8,1,9.8,0,8,1,4.4,8,1
2017/11/10,15.4,8,1,19.8,8,1,10.3,8,1,55,8,1,36,8,1,1018.6,8,1,0,1,8,1,7.6,0,8,1,2.9,8,1
2017/11/11,17.9,8,1,21.8,8,1,12.3,8,1,51,8,1,23,8,1,1005.6,8,1,4.0,0,8,1,3.2,0,8,1,6.2,8,1
2017/11/12,12.6,8,1,16.2,8,1,9.1,8,1,38,8,1,27,8,1,1016.9,8,1,0,1,8,1,9.1,0,8,1,3.2,8,1
2017/11/13,13.0,8,1,18.7,8,1,7.6,8,1,64,8,1,44,8,1,1019.8,8,1,6.5,0,8,1,5.2,0,8,1,2.4,8,1
2017/11/14,13.6,8,1,15.7,8,1,11.3,8,1,88,8,1,73,8,1,1012.3,8,1,11.5,0,8,1,0.0,0,8,1,2.3,8,1
2017/11/15,13.3,8,1,16.9,8,1,11.2,8,1,82,8,1,65,8,1,1010.3,8,1,0,1,8,1,1.7,0,8,1,2.3,8,1
2017/11/16,12.2,8,1,16.8,8,1,8.1,8,1,50,8,1,23,8,1,1013.7,8,1,0,1,8,1,9.1,0,8,1,3.4,8,1
2017/11/17,10.5,8,1,14.3,8,1,7.1,8,1,53,8,1,39,8,1,1019.8,8,1,0,1,8,1,5.4,0,8,1,2.5,8,1
2017/11/18,11.9,8,1,15.3,8,1,9.0,8,1,73,8,1,44,8,1,1007.1,8,1,1.5,0,8,1,0.0,0,8,1,3.6,8,1
2017/11/19,9.4,8,1,12.5,8,1,6.3,8,1,39,8,1,26,8,1,1011.2,8,1,0,1,8,1,5.8,0,8,1,4.0,8,1
2017/11/20,7.2,8,1,10.5,8,1,5.0,8,1,49,8,1,32,8,1,1016.9,8,1,0,1,8,1,1.0,0,8,1,2.2,8,1
2017/11/21,8.4,8,1,11.8,8,1,5.5,8,1,40,8,1,26,8,1,1023.2,8,1,0,1,8,1,9.9,0,8,1,3.7,8,1
2017/11/22,7.9,8,1,12.9,8,1,2.9,8,1,58,8,1,42,8,1,1021.0,8,1,0.5,0,8,1,4.1,0,8,1,1.8,8,1
2017/11/23,10.3,8,1,13.7,8,1,7.4,8,1,81,8,1,40,8,1,1005.5,8,1,35.5,0,8,1,1.3,0,8,1,2.4,8,1
2017/11/24,10.9,8,1,14.7,8,1,7.6,8,1,43,8,1,30,8,1,1014.2,8,1,0,1,8,1,6.3,0,8,1,2.3,8,1
2017/11/25,10.6,8,1,14.5,8,1,6.1,8,1,46,8,1,30,8,1,1022.4,8,1,0,1,8,1,8.2,0,8,1,1.8,8,1
2017/11/26,13.1,8,1,18.2,8,1,5.4,8,1,55,8,1,30,8,1,1020.7,8,1,0,1,8,1,6.1,0,8,1,6.3,8,1
2017/11/27,12.0,8,1,15.0,8,1,9.6,8,1,59,8,1,44,8,1,1025.7,8,1,0,1,8,1,3.5,0,8,1,3.5,8,1
2017/11/28,12.2,8,1,14.6,8,1,9.3,8,1,77,8,1,67,8,1,1024.2,8,1,0.0,0,8,1,0.4,0,8,1,2.5,8,1
2017/11/29,13.6,8,1,17.5,8,1,9.4,8,1,69,8,1,53,8,1,1015.5,8,1,0,1,8,1,9.4,0,8,1,1.8,8,1
2017/11/30,12.3,8,1,14.9,8,1,8.4,8,1,73,8,1,51,8,1,1013.7,8,1,0.0,0,8,1,0.0,0,8,1,3.0,8,1
2017/12/1,8.9,8,1,10.6,8,1,7.4,8,1,81,8,1,72,8,1,1016.2,8,1,0.0,0,8,1,0.3,0,8,1,2.7,8,1
2017/12/2,8.2,8,1,12.2,8,1,4.9,8,1,58,8,1,36,8,1,1024.2,8,1,0,1,8,1,7.7,0,8,1,2.9,8,1
2017/12/3,9.1,8,1,12.4,8,1,5.3,8,1,55,8,1,43,8,1,1021.1,8,1,0,1,8,1,7.4,0,8,1,2.0,8,1
2017/12/4,10.0,8,1,13.6,8,1,5.1,8,1,64,8,1,46,8,1,1012.5,8,1,0.0,0,8,1,2.7,0,8,1,2.3,8,1
2017/12/5,11.2,8,1,14.7,8,1,7.3,8,1,53,8,1,24,8,1,1004.8,8,1,0,1,8,1,9.0,0,8,1,4.5,8,1
2017/12/6,8.0,8,1,11.7,8,1,4.4,8,1,47,8,1,28,8,1,1015.7,8,1,0,1,8,1,9.6,0,8,1,2.6,8,1
2017/12/7,7.9,8,1,12.7,8,1,3.5,8,1,55,8,1,38,8,1,1017.8,8,1,0,1,8,1,9.3,0,8,1,2.2,8,1
2017/12/8,6.1,8,1,8.4,8,1,2.8,8,1,69,8,1,57,8,1,1008.4,8,1,4.5,0,8,1,0.7,0,8,1,2.2,8,1
2017/12/9,6.6,8,1,11.0,8,1,2.6,8,1,51,8,1,23,8,1,1014.1,8,1,0,1,8,1,9.5,0,8,1,2.6,8,1
